"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","72.2","0.03","72","0.03","75","1","0.25409430708906","0.59",,,"4.00745983085143","0.12"
"1984-1977","54","54","0.08","75","1","75","1","75","1","53.716581","0.08","0.211628348200034","0.05",,,"8.33404195649234","0.28"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.214838507735344","0.08",,,"32.3018948334865","0.5"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.264530456423619","0.81",,,"41.3588127822211","0.62"
"1987-1980","39","58","0.16","75","1","75","1","75","1","58.3153741388889","0.16","0.254683464990957","0.65",,,"-0.642705460026377","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.266021334899984","0.84",,,"51.7651046766128","0.81"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.254442986292719","0.62",,,"58.9349768707219","0.94"
"1990-1983","50","55","0.11","75","1","74.8","0.11","73","0.05","54.901371","0.11","0.225575255442701","0.24",,,"-1.97882872603123","0.03"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.200362562265339","0.03",,,"4.51541561858761","0.16"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.22169174064354","0.19",,,"31.6109777382436","0.47"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.221415219958136","0.16",,,"39.8267911546111","0.59"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.275507645557251","0.89",,,"53.5286211661956","0.84"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.274233205363691","0.86",,,"22.7009541583172","0.38"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.246519712630075","0.43",,,"27.0623487204411","0.41"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.220405261606284","0.14",,,"8.27982393886178","0.25"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.279583520951825","0.97",,,"72.1097199357823","1"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.262678897171858","0.76",,,"44.7363247785647","0.66"
"2000-1993","0","72","0.27","75","1","75","1","75","1","71.899382","0.27","0.2789246","0.95",,,"12.8","0.31"
"2001-1994","67","50","0.03","75","1","75","1","75","1","50","0.03","0.2593386","0.7",,,"6.2","0.19"
"2002-1995","0","75","1","75","1","74.2","0.08","74","0.08","75","1","0.2195857","0.11",,,"2","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2581348","0.68",,,"45.6","0.69"
"2004-1997","58","53","0.05","75","1","73.3","0.05","75","1","52.62693","0.05","0.2233223","0.22",,,"7.2","0.22"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.237721","0.35",,,"47.8","0.72"
"2006-1999","0","75","0.32","75","1","75","1","75","1","74.89176","0.32","0.2335069","0.27",,,"54.8","0.88"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2451336","0.41","4.741936","0.27","70.5","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2526174","0.54","3.806451","0.18","49.5","0.78"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2374271","0.32","2.225806","0.09","36.2","0.53"
"2010-2003","37","59","0.19","75","1","75","1","75","1","58.805405","0.19","0.2419772","0.38","6.612902","0.82","58.1","0.91"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2498618","0.49","5.98387","0.64","15","0.34"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2358325","0.3","5.338709","0.36","29.3","0.44"
"2013-2006","9","67","0.22","75","1","75","1","75","1","67.194244","0.22","0.2481757","0.46","5.709676","0.45","39.3","0.56"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2808309","1","8.661291","1","49","0.75"
"2015-2008","3","69","0.24","75","1","75","1","75","1","69.061927","0.24","0.2534586","0.57","5.725805","0.55",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2640862","0.78","6.951612","0.91",,
"2017-2010","0","74","0.3","75","1","75","1","75","1","73.507131","0.3","0.2507827","0.51","6.080645","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2775079","0.92",,,,
"2019-2012","42","58","0.14","75","1","75","1","75","1","57.538403","0.14","0.2616043","0.73",,,,
