"","Lat","Lon","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","Ave"
"Adishimbirkti","12.56255587","39.42271482","1","0","0.555555555555556","0.444444444444444","1","0.333333333333333","0.111111111111111","0.222222222222222","0.380952380952381"
"AdisKigni","12.42191667","39.67775","1","0.333333333333333","0.666666666666667","0.666666666666667","1","0.444444444444444","0","0.333333333333333","0.492063492063492"
"Adiyikoro","14.19138333","39.07198333","1","0","0.222222222222222","0.111111111111111","1","0.222222222222222","0","0.666666666666667","0.317460317460317"
"Adizata","14.2262","39.08181667","1","0","0.111111111111111","0.222222222222222","1","0.222222222222222","0","0.666666666666667","0.317460317460317"
"Adreb","13.996596","38.670127","1","0","0","0.333333333333333","1","0.666666666666667","0","0.333333333333333","0.333333333333333"
"AgazenMeda","11.10331","38.18116","1","0","0","0.444444444444444","1","0.333333333333333","0","0.222222222222222","0.285714285714286"
"Agazi","14.11513333","39.53878333","1","0","0.555555555555556","0.444444444444444","1","0.222222222222222","0","0.444444444444444","0.380952380952381"
"Agbe","13.54325","39.05526667","1","0","0","0","1","0.555555555555556","0","0.333333333333333","0.26984126984127"
"Agela","12.08913","37.77793","1","0","0","0","1","0.4","0","0.4","0.257142857142857"
"Agid","12.12436","37.63774","1","0","0","0","1","0","0","1","0.285714285714286"
"AlemeTesfa","10.95347","38.43718","1","0","0.444444444444444","0.666666666666667","1","0.222222222222222","0","0.222222222222222","0.365079365079365"
"AmdiWeyane","13.3","39.2","1","0","0","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.349206349206349"
"Amedwuha","12.89367","39.33957","1","0","0.444444444444444","0.555555555555556","1","0.333333333333333","0.222222222222222","0.444444444444444","0.428571428571429"
"Ameno","12.21214","37.92786","1","0","0","0","1","0.222222222222222","0","0.444444444444444","0.238095238095238"
"Amisetya","12.33541","38.32135","1","0","0.444444444444444","0.444444444444444","1","0.555555555555556","0","0.444444444444444","0.412698412698413"
"Angot","11.01804","38.20642","1","0","0","0.222222222222222","1","0.111111111111111","0","0.222222222222222","0.222222222222222"
"Anigot","12.05515","37.77565","1","0","0","0","1","0.4","0","0.4","0.257142857142857"
"Ansheb","10.52233","38.43482","1","0","0.333333333333333","0.444444444444444","1","0.555555555555556","0.111111111111111","0.333333333333333","0.396825396825397"
"AquaShumoch","12.02169","38.05479","1","0","0","0","1","0.222222222222222","0.111111111111111","0.222222222222222","0.222222222222222"
"Aquha","12.39482","38.34943","1","0","0.444444444444444","0.666666666666667","1","0.444444444444444","0","0.333333333333333","0.412698412698413"
"Arena","13.96094","39.15328","1","0.111111111111111","0.666666666666667","0.444444444444444","1","0.666666666666667","0","0.666666666666667","0.507936507936508"
"Asmena","14.2107","39.61543333","1","0.111111111111111","0.555555555555556","0.555555555555556","1","0.555555555555556","0","0.666666666666667","0.492063492063492"
"Asta","12.22985","37.79168","1","0","0","0","1","0.571428571428571","0.142857142857143","0.285714285714286","0.285714285714286"
"Atakilti","13.7","38.9","1","0","0","0","1","0.444444444444444","0","0.555555555555556","0.285714285714286"
"AwetBikalsi","13.744","39.136","1","0","0.222222222222222","0.222222222222222","1","0.222222222222222","0","0.333333333333333","0.285714285714286"
"AwusaMeda","10.99846","38.39108","1","0","0.222222222222222","0.666666666666667","1","0.333333333333333","0","0.222222222222222","0.349206349206349"
"Ayba","12.89097","39.53561","1","0","0.555555555555556","0.555555555555556","1","0.222222222222222","0","0.333333333333333","0.380952380952381"
"Aynalem","13.75331667","39.54968333","1","0","0.777777777777778","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.46031746031746"
"Bala","12.43026667","39.742","1","0.333333333333333","0.777777777777778","0.666666666666667","1","0.444444444444444","0","0.333333333333333","0.507936507936508"
"Balarab","12.31803","38.26007","1","0","0.222222222222222","0.333333333333333","1","0.555555555555556","0","0.444444444444444","0.365079365079365"
"Bamba","13.40461","39.06563","1","0","0.111111111111111","0.333333333333333","1","0.666666666666667","0","0.555555555555556","0.380952380952381"
"BarkaAdiswha","13.79387","39.70919","1","0.222222222222222","0.333333333333333","0.444444444444444","1","0.222222222222222","0","0.444444444444444","0.380952380952381"
"Begasheka","13.62643333","38.92838333","1","0","0","0","1","0.333333333333333","0","0.444444444444444","0.253968253968254"
"Berlay","10.93635","38.35053","1","0","0.333333333333333","0.666666666666667","1","0.333333333333333","0","0.222222222222222","0.365079365079365"
"Betgebez","14.36085","39.10301667","1","0","0.333333333333333","0.222222222222222","1","0.333333333333333","0","0.555555555555556","0.349206349206349"
"Bethans","14.1509","38.8504","1","0","0","0.222222222222222","1","0.111111111111111","0","0.333333333333333","0.238095238095238"
"BilbWuha","12.32109","37.75818","1","0","0","0","1","0.166666666666667","0.166666666666667","0.333333333333333","0.238095238095238"
"Birkutea","12.10269","37.93442","1","0","0","0","1","0","0","0.333333333333333","0.19047619047619"
"Boneya","10.43066","38.4524","1","0","0.333333333333333","0.111111111111111","1","0.555555555555556","0","0.444444444444444","0.349206349206349"
"Burkoche","12.41277","38.35279","1","0","0.444444444444444","0.666666666666667","1","0.333333333333333","0","0.555555555555556","0.428571428571429"
"Cheli","13.3301609","39.1160726","1","0","0","0.222222222222222","1","0.555555555555556","0.111111111111111","0.555555555555556","0.349206349206349"
"Darubekeda","12.57984333","39.272485","1","0","0.555555555555556","0.444444444444444","1","0.444444444444444","0.222222222222222","0.222222222222222","0.412698412698413"
"Deberkerbye","13.93067","38.44383","1","0","0","0","1","0","0","1","0.285714285714286"
"DeberAbaJale","12.12973","38.02621","1","0","0","0","1","0.222222222222222","0","0.222222222222222","0.206349206349206"
"DebrAbay","10.81197","38.36968","1","0","0.333333333333333","0.555555555555556","1","0.333333333333333","0.111111111111111","0.222222222222222","0.365079365079365"
"DebreAliays","10.91651","38.4553","1","0","0.666666666666667","0.555555555555556","1","0.444444444444444","0","0.222222222222222","0.412698412698413"
"Debrebirhan","13.92454","39.46886","1","0","0.555555555555556","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.428571428571429"
"Debrebrhan","13.69226667","39.4907","1","0","0.777777777777778","0.666666666666667","1","0.444444444444444","0","0.444444444444444","0.476190476190476"
"DebreGenet","10.91103","38.31261","1","0","0.111111111111111","0.222222222222222","1","0.333333333333333","0.111111111111111","0.222222222222222","0.285714285714286"
"DebreGenetA","14.107","38.963","1","0","0.111111111111111","0.111111111111111","1","0.333333333333333","0","0.555555555555556","0.301587301587302"
"DebreGenetK","13.6","39","1","0","0","0.111111111111111","1","0.222222222222222","0","0.444444444444444","0.253968253968254"
"DebreGeorgis","10.99684","38.44727","1","0","0.444444444444444","0.555555555555556","1","0.333333333333333","0","0.222222222222222","0.365079365079365"
"DebreKidusan","10.80685","38.2624","1","0","0.333333333333333","0.333333333333333","1","0.444444444444444","0.111111111111111","0.333333333333333","0.365079365079365"
"Debremawie","10.87255","38.37385","1","0","0.444444444444444","0.444444444444444","1","0.222222222222222","0.111111111111111","0.222222222222222","0.349206349206349"
"Debreselam","13.95408","39.33234","1","0","0.555555555555556","0.555555555555556","1","0.333333333333333","0","0.555555555555556","0.428571428571429"
"Debrinetseb","13.71583","38.78695","1","0","0","0.142857142857143","1","0.285714285714286","0","0.571428571428571","0.285714285714286"
"Dekera","13.210427","39.11287167","1","0","0","0.333333333333333","1","0.333333333333333","0","0.444444444444444","0.301587301587302"
"DembezaAmbaLay","10.91141","38.37871","1","0","0.222222222222222","0.444444444444444","1","0.333333333333333","0","0.222222222222222","0.317460317460317"
"Derit","11.09242","38.1371","1","0","0","0.222222222222222","1","0.444444444444444","0","0.333333333333333","0.285714285714286"
"Derita","12.19167","37.81345","1","0","0","0","1","0.428571428571429","0.142857142857143","0.285714285714286","0.26530612244898"
"Dinkashena","12.640235","39.221175","1","0","0.5","0.25","1","0.375","0.125","0.375","0.375"
"Ebo","12.86883333","39.67121667","1","0.444444444444444","0.555555555555556","0.666666666666667","1","0.444444444444444","0","0.333333333333333","0.492063492063492"
"Edagaarbi","14.20521","39.25228","1","0","0.777777777777778","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.46031746031746"
"EmbaAhfrom","14.24734","39.21587","1","0","0.5","0.5","1","0.5","0","0.625","0.446428571428571"
"EmbachekoGunaguna","12.04585","38.12471","1","0","0","0","1","0.333333333333333","0.111111111111111","0.222222222222222","0.238095238095238"
"EndaBagerima","14.158","38.961","1","0","0","0.111111111111111","1","0.222222222222222","0","0.555555555555556","0.26984126984127"
"Endabano","13.7764","38.98961667","1","0","0.111111111111111","0.111111111111111","1","0.333333333333333","0.111111111111111","0.555555555555556","0.317460317460317"
"Endachiwa","14.06666667","39.02396667","1","0","0.222222222222222","0.111111111111111","1","0.333333333333333","0","0.444444444444444","0.301587301587302"
"EndaFelasi","13.91042","38.985","1","0","0","0.333333333333333","1","0.444444444444444","0","0.888888888888889","0.380952380952381"
"Endagahamus","14","39.1","1","0","0.333333333333333","0.222222222222222","1","0.555555555555556","0","0.666666666666667","0.396825396825397"
"Endamariam","14.26368","39.16273","1","0","0.333333333333333","0.333333333333333","1","0.333333333333333","0","0.444444444444444","0.349206349206349"
"Erba","12.54425167","39.76887167","1","0.444444444444444","0.444444444444444","0.444444444444444","1","0.444444444444444","0","0.333333333333333","0.444444444444444"
"Esiret","13.34305","39.0774667","1","0","0","0.333333333333333","1","0.666666666666667","0.111111111111111","0.555555555555556","0.380952380952381"
"Estifanos","12.07803","37.8684","1","0","0","0","1","0.166666666666667","0","0.333333333333333","0.214285714285714"
"Fala","12.49288167","39.39463833","1","0","0.555555555555556","0.555555555555556","1","0.444444444444444","0.111111111111111","0.333333333333333","0.428571428571429"
"Felegehiwot","10.92708","38.28638","1","0","0.222222222222222","0.333333333333333","1","0.333333333333333","0.111111111111111","0.222222222222222","0.317460317460317"
"FelegeWayane","13.9071","39.7409","1","0.333333333333333","0.444444444444444","0.555555555555556","1","0.222222222222222","0","0.333333333333333","0.412698412698413"
"FikreAlem","13.20583","39.50667","1","0.222222222222222","0.777777777777778","0.666666666666667","1","0.555555555555556","0.111111111111111","0.555555555555556","0.555555555555556"
"Filatako","11.08554","38.10078","1","0","0","0.333333333333333","1","0.333333333333333","0","0.333333333333333","0.285714285714286"
"Gebsit","10.4903","38.35219","1","0","0.333333333333333","0.222222222222222","1","0.222222222222222","0.111111111111111","0.444444444444444","0.333333333333333"
"Gedayasu","10.50118","38.38796","1","0","0.333333333333333","0.222222222222222","1","0.444444444444444","0.111111111111111","0.333333333333333","0.349206349206349"
"GelaMatebiya","12.20091","38.1349","1","0","0.222222222222222","0.111111111111111","1","0.333333333333333","0","0.222222222222222","0.26984126984127"
"Gendebta","14.23","39.015","1","0","0","0.222222222222222","1","0.333333333333333","0","0.444444444444444","0.285714285714286"
"Geneti","12.79798333","39.65126667","1","0.444444444444444","0.555555555555556","0.555555555555556","1","0.222222222222222","0","0.333333333333333","0.444444444444444"
"Genfel","13.78058333","39.58768333","1","0","0.333333333333333","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.396825396825397"
"Gera","13.43246667","38.96085","1","0","0.111111111111111","0.111111111111111","1","0.333333333333333","0.111111111111111","0.444444444444444","0.301587301587302"
"Gerjale","12.527198","39.651575","1","0.333333333333333","0.666666666666667","0.555555555555556","1","0.555555555555556","0","0.333333333333333","0.492063492063492"
"GetskiMilesiley","13.69018333","39.0193","1","0","0","0.111111111111111","1","0.666666666666667","0","0.444444444444444","0.317460317460317"
"Gijet","13.677862","39.1736503","1","0","0.333333333333333","0.333333333333333","1","0.444444444444444","0","0.555555555555556","0.380952380952381"
"Ginaza","12.10899","37.73503","1","0","0","0","1","0","0","0.666666666666667","0.238095238095238"
"Golgolemalee","13.87282","39.72736","1","0.333333333333333","0.444444444444444","0.555555555555556","1","0.333333333333333","0","0.333333333333333","0.428571428571429"
"Goshedur","10.92944","38.25709","1","0","0.222222222222222","0.222222222222222","1","0.222222222222222","0.111111111111111","0.222222222222222","0.285714285714286"
"Goza","12.2906","37.78897","1","0","0","0","1","0","0.166666666666667","0.333333333333333","0.214285714285714"
"Grwre","13.35283","38.92595","1","0","0","0","1","0.555555555555556","0","0.555555555555556","0.301587301587302"
"GuemseAgamet","14.01175","39.59356667","1","0","0.444444444444444","0.333333333333333","1","0.222222222222222","0","0.333333333333333","0.333333333333333"
"Guroro","13.69381","38.81022","1","0","0","0.142857142857143","1","0.285714285714286","0","0.571428571428571","0.285714285714286"
"Guya","13.6175","38.82239","1","0","0","0.142857142857143","1","0.285714285714286","0","0.428571428571429","0.26530612244898"
"Habees","13.81053","39.68752","1","0","0.333333333333333","0.444444444444444","1","0.333333333333333","0","0.444444444444444","0.365079365079365"
"Hadashtekli","13.505381","39.004094","1","0","0","0","1","0.444444444444444","0","0.333333333333333","0.253968253968254"
"HadeAlga","12.7","39.8","1","0.555555555555556","0.555555555555556","0.444444444444444","1","0.111111111111111","0","0.222222222222222","0.412698412698413"
"HadnetK","13.66293333","39.56335","1","0","0.444444444444444","0.444444444444444","1","0.333333333333333","0.111111111111111","0.333333333333333","0.380952380952381"
"HadnetS","14.11513333","39.53878333","1","0","0.555555555555556","0.444444444444444","1","0.222222222222222","0","0.444444444444444","0.380952380952381"
"HadushAdi","14.127","39.583","1","0.111111111111111","0.555555555555556","0.555555555555556","1","0.333333333333333","0","0.444444444444444","0.428571428571429"
"HadushHiwet","14.202609","39.56779","1","0.111111111111111","0.666666666666667","0.555555555555556","1","0.444444444444444","0","0.666666666666667","0.492063492063492"
"HagereGenet","10.77531","38.32013","1","0","0.333333333333333","0.444444444444444","1","0.555555555555556","0.111111111111111","0.333333333333333","0.396825396825397"
"HagereSelamE","10.7633","38.38316","1","0","0.444444444444444","0.555555555555556","1","0.444444444444444","0.111111111111111","0.222222222222222","0.396825396825397"
"HagereSelamW","13.31372","39.47039","1","0","0.444444444444444","0.555555555555556","1","0.555555555555556","0","0.333333333333333","0.412698412698413"
"Hangoda","14.11513333","39.53878333","1","0","0.555555555555556","0.444444444444444","1","0.222222222222222","0","0.444444444444444","0.380952380952381"
"Hareko","13.183572","39.3571371","1","0","0.444444444444444","0.666666666666667","1","0.555555555555556","0.111111111111111","0.444444444444444","0.46031746031746"
"Hawelti","12.8383","39.716","1","0.444444444444444","0.666666666666667","0.666666666666667","1","0.555555555555556","0","0.333333333333333","0.523809523809524"
"Hayelom","13.75925","39.46253333","1","0","0.555555555555556","0.444444444444444","1","0.444444444444444","0","0.555555555555556","0.428571428571429"
"Hintsa","13.295328","39.161829","1","0","0","0.333333333333333","1","0.444444444444444","0","0.555555555555556","0.333333333333333"
"HintsaWaza","13.28738","39.177571","1","0","0.111111111111111","0.222222222222222","1","0.444444444444444","0","0.555555555555556","0.333333333333333"
"HizbaTeklehymanot","12.80528167","39.549625","1","0.111111111111111","0.444444444444444","0.555555555555556","1","0.222222222222222","0","0.222222222222222","0.365079365079365"
"ImbaRufael","13.4","39","1","0","0.111111111111111","0.222222222222222","1","0.333333333333333","0","0.444444444444444","0.301587301587302"
"Jijqe","13.50556","38.85783","1","0","0","0.111111111111111","1","0.333333333333333","0.111111111111111","0.444444444444444","0.285714285714286"
"JimanDeregeha","12.12512","38.07679","1","0","0","0","1","0","0.111111111111111","0.111111111111111","0.174603174603175"
"Jira","13.46378","38.37836","1","0","0","0","1","0.25","0","0.75","0.285714285714286"
"kabe","12.04253","37.63329","1","0","0","0","1","0","0","0","0.142857142857143"
"Karima","10.51832","38.34343","1","0","0.111111111111111","0.111111111111111","1","0.333333333333333","0.111111111111111","0.222222222222222","0.26984126984127"
"Keregna","12.0875","37.63355","1","0","0","0","1","0","0","1","0.285714285714286"
"Kihen","13.6227","39.564816","1","0","0.444444444444444","0.666666666666667","1","0.444444444444444","0","0.444444444444444","0.428571428571429"
"Kita","12.23886","38.36343","1","0","0.333333333333333","0.777777777777778","1","0.444444444444444","0","0.444444444444444","0.428571428571429"
"Korme","12.5342","39.73416667","1","0.333333333333333","0.444444444444444","0.444444444444444","1","0.555555555555556","0","0.333333333333333","0.444444444444444"
"Ksadacki","13.863646","38.702031","1","0","0","0","1","0.25","0","0.5","0.25"
"Kudo","14.18524","39.23335","1","0","0.5","0.5","1","0.5","0","0.625","0.446428571428571"
"Kuluferha","14.18028","38.41515","1","0","0","0.2","1","0.2","0","0.6","0.285714285714286"
"KuluGizeLemlem","12.447477","39.65574","1","0.333333333333333","0.666666666666667","0.555555555555556","1","0.555555555555556","0.111111111111111","0.333333333333333","0.507936507936508"
"LaelayDayu","12.466214","39.650299","1","0.444444444444444","0.666666666666667","0.555555555555556","1","0.555555555555556","0.111111111111111","0.333333333333333","0.523809523809524"
"Laelayhahaile","14.17428","39.17888","1","0","0.375","0.375","1","0.5","0","0.625","0.410714285714286"
"LaelayMegariaTsemri","14.27076667","39.08091","1","0","0.222222222222222","0.222222222222222","1","0.333333333333333","0","0.666666666666667","0.349206349206349"
"Lalaylogomti","14.12735","39.010145","1","0","0","0.111111111111111","1","0.333333333333333","0","0.444444444444444","0.26984126984127"
"Ledy","10.3078","38.36659","1","0","0.111111111111111","0.111111111111111","1","0.333333333333333","0.111111111111111","0.444444444444444","0.301587301587302"
"Lemlem","13.24661667","39.04156667","1","0","0","0.222222222222222","1","0.444444444444444","0.111111111111111","0.444444444444444","0.317460317460317"
"LemlemArena","13.1531016","39.28141726","1","0","0.333333333333333","0.444444444444444","1","0.444444444444444","0.111111111111111","0.444444444444444","0.396825396825397"
"Libo ","12.18526","37.88088","1","0","0","0","1","0.222222222222222","0","0.444444444444444","0.238095238095238"
"Limaat","12.398839","39.657985","1","0.777777777777778","0.666666666666667","0.666666666666667","1","0.444444444444444","0.111111111111111","0.333333333333333","0.571428571428571"
"Limat","13.573974","38.969821","1","0","0","0","1","0.333333333333333","0","0.444444444444444","0.253968253968254"
"Lul","10.70791","38.40667","1","0","0.222222222222222","0.444444444444444","1","0.444444444444444","0.111111111111111","0.222222222222222","0.349206349206349"
"LusinaAbegeldi","12.18188","38.17096","1","0","0.222222222222222","0.111111111111111","1","0.222222222222222","0","0.222222222222222","0.253968253968254"
"Maekelawi","14","39.1","1","0","0.333333333333333","0.222222222222222","1","0.555555555555556","0","0.666666666666667","0.396825396825397"
"MaekelSegli","13.9","38.9","1","0","0","0.222222222222222","1","0.222222222222222","0","0.555555555555556","0.285714285714286"
"MahbereWeyni","13.69048333","39.55716667","1","0","0.666666666666667","0.444444444444444","1","0.222222222222222","0.111111111111111","0.333333333333333","0.396825396825397"
"MariamShewito","14.21718","38.95662","1","0","0","0.111111111111111","1","0.222222222222222","0","0.555555555555556","0.26984126984127"
"Martadios","12.24637","37.87177","1","0","0","0","1","0.333333333333333","0","0.444444444444444","0.253968253968254"
"MayChekemte","14.079","39.11258","1","0","0.222222222222222","0.222222222222222","1","0.444444444444444","0","0.666666666666667","0.365079365079365"
"MayNebri","14.08517","39.27922","1","0","0.666666666666667","0.555555555555556","1","0.333333333333333","0","0.555555555555556","0.444444444444444"
"Maysuru","14.2793","39.17853333","1","0","0.555555555555556","0.333333333333333","1","0.333333333333333","0","0.444444444444444","0.380952380952381"
"MayTeklia","13.254226","39.242201","1","0","0.222222222222222","0.444444444444444","1","0.444444444444444","0.111111111111111","0.555555555555556","0.396825396825397"
"Mearey","13.19138333","38.99416667","1","0","0","0.111111111111111","1","0.333333333333333","0.111111111111111","0.444444444444444","0.285714285714286"
"Mechare","12.76645","39.811","1","0.555555555555556","0.444444444444444","0.444444444444444","1","0.222222222222222","0","0.333333333333333","0.428571428571429"
"Mechena","12.06952","38.04879","1","0","0","0","1","0.222222222222222","0","0.222222222222222","0.206349206349206"
"MehalGoncha","11.05474","38.20915","1","0","0.111111111111111","0.444444444444444","1","0.222222222222222","0","0.222222222222222","0.285714285714286"
"Mekan ","12.74920333","39.52550166","1","0.222222222222222","0.444444444444444","0.555555555555556","1","0.111111111111111","0","0.333333333333333","0.380952380952381"
"MekaneGenet","11.00523","38.33391","1","0","0.333333333333333","0.333333333333333","1","0.222222222222222","0","0.333333333333333","0.317460317460317"
"Melabesh","10.83523","38.4583","1","0","0.666666666666667","0.555555555555556","1","0.333333333333333","0","0.222222222222222","0.396825396825397"
"MendereMariam","12.30258","37.68869","1","0","0","0","1","0.285714285714286","0.142857142857143","0.285714285714286","0.244897959183673"
"Menegobena","10.38347","38.30311","1","0","0","0.125","1","0.375","0.125","0.375","0.285714285714286"
"Menji","13.69308333","38.89091667","1","0","0","0","1","0.444444444444444","0","0.555555555555556","0.285714285714286"
"Mergech","10.33402","38.31965","1","0","0","0.142857142857143","1","0.285714285714286","0.142857142857143","0.571428571428571","0.306122448979592"
"Mesanu","13.7033","39.66021667","1","0.111111111111111","0.333333333333333","0.333333333333333","1","0.222222222222222","0.111111111111111","0.222222222222222","0.333333333333333"
"Mesehle","14.12451","38.42014","1","0","0","0","1","0","0","0.666666666666667","0.238095238095238"
"Meswaeti ","12.69882","39.54465833","1","0.111111111111111","0.666666666666667","0.333333333333333","1","0.111111111111111","0","0.333333333333333","0.365079365079365"
"Metkel","13.36833","39.33889","1","0","0","0.444444444444444","1","0.444444444444444","0","0.333333333333333","0.317460317460317"
"MetkelLemat","13.237814","39.187599","1","0","0.111111111111111","0.222222222222222","1","0.444444444444444","0","0.555555555555556","0.333333333333333"
"Mezbr","14.34498","39.03853","1","0","0.111111111111111","0.222222222222222","1","0.222222222222222","0","0.333333333333333","0.26984126984127"
"MichelDebre","12.27402","37.71948","1","0","0","0","1","0.142857142857143","0.142857142857143","0.285714285714286","0.224489795918367"
"Miraf","10.3807","38.35145","1","0","0.111111111111111","0.222222222222222","1","0.333333333333333","0.111111111111111","0.333333333333333","0.301587301587302"
"Misema","14.1325","37.27195","1","0","0.25","0","1","0.25","0","0.25","0.25"
"Mitad","12.24157","37.73617","1","0","0","0","1","0.5","0.25","0.5","0.321428571428571"
"MitinaYimach","11.03647","38.3508","1","0","0.444444444444444","0.666666666666667","1","0.333333333333333","0","0.333333333333333","0.396825396825397"
"Mozen","10.37133","38.30749","1","0","0","0.125","1","0.375","0.125","0.375","0.285714285714286"
"Mozutey","14.04165","39.46714","1","0","0.444444444444444","0.333333333333333","1","0.222222222222222","0","0.444444444444444","0.349206349206349"
"Mtsaiwerki","13.62158","38.78111","1","0","0","0.142857142857143","1","0.285714285714286","0","0.428571428571429","0.26530612244898"
"Nagash","13.87613333","39.59755","1","0","0.333333333333333","0.333333333333333","1","0.444444444444444","0","0.444444444444444","0.365079365079365"
"Nebarhadinet","13.1668","39.0417","1","0","0","0.111111111111111","1","0.444444444444444","0.111111111111111","0.444444444444444","0.301587301587302"
"Nefasit","14.24565","38.38987","1","0","0","0.2","1","0.4","0","0.6","0.314285714285714"
"Negedebrhan","13.3322","38.93058","1","0","0","0","1","0.555555555555556","0","0.333333333333333","0.26984126984127"
"Niquara","12.2137","38.2555","1","0","0.333333333333333","0.666666666666667","1","0.444444444444444","0","0.444444444444444","0.412698412698413"
"Qoraro","13.86542","39.25988","1","0","0.444444444444444","0.333333333333333","1","0.666666666666667","0","0.666666666666667","0.444444444444444"
"RubaFelege","13.94422","39.72898","1","0.333333333333333","0.444444444444444","0.444444444444444","1","0.333333333333333","0","0.333333333333333","0.412698412698413"
"Santa gelebeda","13.82936","39.1722","1","0","0.444444444444444","0.222222222222222","1","0.444444444444444","0","0.666666666666667","0.396825396825397"
"SaratYerawoch","11.06702","38.34412","1","0","0.222222222222222","0.555555555555556","1","0.333333333333333","0","0.444444444444444","0.365079365079365"
"Sefo","14.21603","39.19678","1","0","0.375","0.5","1","0.5","0","0.625","0.428571428571429"
"Segena","11.10519","38.29259","1","0","0.111111111111111","0.666666666666667","1","0.444444444444444","0","0.444444444444444","0.380952380952381"
"Seka","13.901873","38.677553","1","0","0","0","1","0.25","0","0.5","0.25"
"Selamaya","12.12543","38.17502","1","0","0.222222222222222","0","1","0.222222222222222","0.111111111111111","0.111111111111111","0.238095238095238"
"SelamBekalsi","12.414739","39.659153","1","0.333333333333333","0.666666666666667","0.666666666666667","1","0.444444444444444","0.111111111111111","0.333333333333333","0.507936507936508"
"Selamber","10.881","38.48934","1","0","0","0.666666666666667","1","0.444444444444444","0","0.222222222222222","0.333333333333333"
"SelamgieAmbarie","11.10148","38.24068","1","0","0.111111111111111","0.555555555555556","1","0.444444444444444","0","0.222222222222222","0.333333333333333"
"SelamH","13.9531","39.44903","1","0","0.666666666666667","0.333333333333333","1","0.333333333333333","0","0.666666666666667","0.428571428571429"
"SelamW","14","39","1","0","0","0.111111111111111","1","0.555555555555556","0","0.555555555555556","0.317460317460317"
"Selelkula","10.36856","38.35776","1","0","0","0.222222222222222","1","0.333333333333333","0.111111111111111","0.333333333333333","0.285714285714286"
"SelenWuha","12.358934","39.657374","1","0.777777777777778","0.666666666666667","0.666666666666667","1","0.444444444444444","0.111111111111111","0.333333333333333","0.571428571428571"
"Seloda","14.204","38.8843","1","0","0","0.222222222222222","1","0.111111111111111","0","0.333333333333333","0.238095238095238"
"Sendada","13.96051667","39.59608333","1","0","0.222222222222222","0.333333333333333","1","0.444444444444444","0","0.333333333333333","0.333333333333333"
"Serawudi","12.13049","37.97077","1","0","0","0","1","0.222222222222222","0","0.333333333333333","0.222222222222222"
"Seret","13.04526","39.3872","1","0","0.555555555555556","0.555555555555556","1","0.444444444444444","0.111111111111111","0.444444444444444","0.444444444444444"
